text,emotion,cleaned_text,text_length
i feel like i am single handedly supporting the cupcake industry,love,feel like single handedly supporting cupcake industry,7
i spent today working in my lawn and feel invigorated,joy,spent today working lawn feel invigorated,6
i feel like i do a crappy job at giving back from this angle due to my own racing and training schedule,sadness,feel like crappy job giving back angle due racing training schedule,11
i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly,anger,feel feeling coming back hateful jealous paranoid feeling used torture relentlessly,11
i have visited over other daycare options and it has taken me a year to find one that i feel will even be acceptable,joy,visited daycare option taken year find one feel even acceptable,10
i should go to sleep but i m feeling reluctant to let go of the day,fear,sleep feeling reluctant let day,5
i feel like everywhere i look a piece of my sweet boy is missing,joy,feel like everywhere look piece sweet boy missing,8
i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy,anger,guess phrase dump come try think something mildly upsetting sort negative emotion perhaps stuck traffic something news morning made feel bit grumpy,22
i have chose for myself that makes me feel amazing,surprise,chose make feel amazing,4
i feel like pulling a paige from charmed just dont hurt me ok,joy,feel like pulling paige charmed dont hurt,7
i was out shopping with a friend the other day and she asked how i was feeling about the book coming out and i said i was terrified and she asked why,fear,shopping friend day asked feeling book coming said terrified asked,10
i mean i care very much for my family that s going through these things but it was becoming something that was making me feel almost morose,sadness,mean care much family going thing becoming something making feel almost morose,12
i feel depressed i will sing,sadness,feel depressed sing,3
i feel though its pretty dangerous to to apply one strategy to match,anger,feel though pretty dangerous apply one strategy match,8
i feel ashamed when i log out and leave these problems behind,sadness,feel ashamed log leave problem behind,6
i just feel so helpless i know deke s going to die and i can t do a fuckin thing about it,fear,feel helpless know deke going die fuckin thing,8
id recommend using it before washing with a shower gel the oil does leave a residue behind which does feel lovely but its not particularly practical and also has a brownish tint to it,love,recommend using washing shower gel oil leave residue behind feel lovely particularly practical also brownish tint,16
